mixed_id,file_path,media_type,true_label,true_label_name,source_label,source_label_name,source_split,actual_media_type
381,/content/drive/MyDrive/skripsi/dataset_video/real/001334_Real_001334.mp4,video,0,Real,0,Real,video_test,video
382,/content/drive/MyDrive/skripsi/dataset_video/real/004209_Real_004209.mp4,video,0,Real,0,Real,video_test,video
383,/content/drive/MyDrive/skripsi/dataset_video/fake/Change_of_style/000189_Change_of_style_000189.mp4,video,1,Fake,1,Fake,video_test,video
384,/content/drive/MyDrive/skripsi/dataset_video/real/004275_Real_004275.mp4,video,0,Real,0,Real,video_test,video
385,/content/drive/MyDrive/skripsi/dataset_image/real/000789_001551.jpg,image,0,Real,0,Real,image_binary_input,image
386,/content/drive/MyDrive/skripsi/dataset_video/real/004288_Real_004288.mp4,video,0,Real,0,Real,video_test,video
387,/content/drive/MyDrive/skripsi/dataset_video/fake/Extrapolation/000114_Extrapolation_000114.mp4,video,1,Fake,1,Fake,video_test,video
388,/content/drive/MyDrive/skripsi/dataset_image/real/001037_000542.jpg,image,0,Real,0,Real,image_binary_input,image
389,/content/drive/MyDrive/skripsi/dataset_video/fake/Interpolation/000451_Interpolation_000451.mp4,video,1,Fake,1,Fake,video_test,video
390,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000695_001071.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
391,/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000305_T2V_000305.mp4,video,1,Fake,1,Fake,video_test,video
392,/content/drive/MyDrive/skripsi/dataset_video/fake/Outpainting/000327_Outpainting_000327.mp4,video,1,Fake,1,Fake,video_test,video
393,/content/drive/MyDrive/skripsi/dataset_image/real/002989_002085.jpg,image,0,Real,0,Real,image_binary_input,image
394,/content/drive/MyDrive/skripsi/dataset_video/real/000651_Real_000651.mp4,video,0,Real,0,Real,video_test,video
395,/content/drive/MyDrive/skripsi/dataset_image/tampered/000215_001006.jpg,image,1,Fake,2,Tampered,image_binary_input,image
396,/content/drive/MyDrive/skripsi/dataset_image/real/001797_003296.jpg,image,0,Real,0,Real,image_binary_input,image
397,/content/drive/MyDrive/skripsi/dataset_video/fake/Interpolation/000607_Interpolation_000607.mp4,video,1,Fake,1,Fake,video_test,video
398,/content/drive/MyDrive/skripsi/dataset_video/real/004033_Real_004033.mp4,video,0,Real,0,Real,video_test,video
399,/content/drive/MyDrive/skripsi/dataset_video/real/004715_Real_004715.mp4,video,0,Real,0,Real,video_test,video
400,/content/drive/MyDrive/skripsi/dataset_video/real/002574_Real_002574.mp4,video,0,Real,0,Real,video_test,video
401,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/003195_000804.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
402,/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000470_T2V_000470.mp4,video,1,Fake,1,Fake,video_test,video
403,/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000143_T2V_000143.mp4,video,1,Fake,1,Fake,video_test,video
404,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002180_001201.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
405,/content/drive/MyDrive/skripsi/dataset_video/real/004158_Real_004158.mp4,video,0,Real,0,Real,video_test,video
406,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002062_000107.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
407,/content/drive/MyDrive/skripsi/dataset_image/tampered/000407_000810.jpg,image,1,Fake,2,Tampered,image_binary_input,image
408,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000813_003170.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
409,/content/drive/MyDrive/skripsi/dataset_video/real/000550_Real_000550.mp4,video,0,Real,0,Real,video_test,video
410,/content/drive/MyDrive/skripsi/dataset_video/real/004123_Real_004123.mp4,video,0,Real,0,Real,video_test,video
411,/content/drive/MyDrive/skripsi/dataset_image/real/001188_002233.jpg,image,0,Real,0,Real,image_binary_input,image
412,/content/drive/MyDrive/skripsi/dataset_video/real/001011_Real_001011.mp4,video,0,Real,0,Real,video_test,video
413,/content/drive/MyDrive/skripsi/dataset_image/real/000225_003216.jpg,image,0,Real,0,Real,image_binary_input,image
414,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002124_002051.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
415,/content/drive/MyDrive/skripsi/dataset_image/real/000327_003299.jpg,image,0,Real,0,Real,image_binary_input,image
416,/content/drive/MyDrive/skripsi/dataset_image/real/000190_000299.jpg,image,0,Real,0,Real,image_binary_input,image
417,/content/drive/MyDrive/skripsi/dataset_video/fake/Faceswap/000216_Faceswap_000216.mp4,video,1,Fake,1,Fake,video_test,video
418,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002024_001109.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
419,/content/drive/MyDrive/skripsi/dataset_video/fake/Extrapolation/000464_Extrapolation_000464.mp4,video,1,Fake,1,Fake,video_test,video
420,/content/drive/MyDrive/skripsi/dataset_image/real/001212_000297.jpg,image,0,Real,0,Real,image_binary_input,image
421,/content/drive/MyDrive/skripsi/dataset_image/real/001806_002414.jpg,image,0,Real,0,Real,image_binary_input,image
422,/content/drive/MyDrive/skripsi/dataset_image/tampered/001077_000261.jpg,image,1,Fake,2,Tampered,image_binary_input,image
423,/content/drive/MyDrive/skripsi/dataset_image/tampered/001957_001164.jpg,image,1,Fake,2,Tampered,image_binary_input,image
424,/content/drive/MyDrive/skripsi/dataset_video/real/003979_Real_003979.mp4,video,0,Real,0,Real,video_test,video
425,/content/drive/MyDrive/skripsi/dataset_video/fake/Inpainting/000561_Inpainting_000561.mp4,video,1,Fake,1,Fake,video_test,video
426,/content/drive/MyDrive/skripsi/dataset_video/fake/Inpainting/000588_Inpainting_000588.mp4,video,1,Fake,1,Fake,video_test,video
427,/content/drive/MyDrive/skripsi/dataset_image/tampered/002550_000434.jpg,image,1,Fake,2,Tampered,image_binary_input,image
428,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001130_001677.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
429,/content/drive/MyDrive/skripsi/dataset_video/fake/Outpainting/000359_Outpainting_000359.mp4,video,1,Fake,1,Fake,video_test,video
430,/content/drive/MyDrive/skripsi/dataset_image/real/002155_001308.jpg,image,0,Real,0,Real,image_binary_input,image
431,/content/drive/MyDrive/skripsi/dataset_image/real/000326_000921.jpg,image,0,Real,0,Real,image_binary_input,image
432,/content/drive/MyDrive/skripsi/dataset_image/real/002574_003313.jpg,image,0,Real,0,Real,image_binary_input,image
433,/content/drive/MyDrive/skripsi/dataset_image/real/000720_001397.jpg,image,0,Real,0,Real,image_binary_input,image
434,/content/drive/MyDrive/skripsi/dataset_image/tampered/002269_000984.jpg,image,1,Fake,2,Tampered,image_binary_input,image
435,/content/drive/MyDrive/skripsi/dataset_image/tampered/001338_000891.jpg,image,1,Fake,2,Tampered,image_binary_input,image
436,/content/drive/MyDrive/skripsi/dataset_video/real/000325_Real_000325.mp4,video,0,Real,0,Real,video_test,video
437,/content/drive/MyDrive/skripsi/dataset_image/real/001091_003084.jpg,image,0,Real,0,Real,image_binary_input,image
438,/content/drive/MyDrive/skripsi/dataset_image/real/001681_002037.jpg,image,0,Real,0,Real,image_binary_input,image
439,/content/drive/MyDrive/skripsi/dataset_video/real/002059_Real_002059.mp4,video,0,Real,0,Real,video_test,video
440,/content/drive/MyDrive/skripsi/dataset_video/real/004887_Real_004887.mp4,video,0,Real,0,Real,video_test,video
441,/content/drive/MyDrive/skripsi/dataset_image/real/001942_002605.jpg,image,0,Real,0,Real,image_binary_input,image
442,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001488_000548.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
443,/content/drive/MyDrive/skripsi/dataset_video/fake/Extrapolation/000303_Extrapolation_000303.mp4,video,1,Fake,1,Fake,video_test,video
444,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000036_002252.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
445,/content/drive/MyDrive/skripsi/dataset_video/real/004773_Real_004773.mp4,video,0,Real,0,Real,video_test,video
446,/content/drive/MyDrive/skripsi/dataset_video/fake/Faceswap/000544_Faceswap_000544.mp4,video,1,Fake,1,Fake,video_test,video
447,/content/drive/MyDrive/skripsi/dataset_image/real/002493_002649.jpg,image,0,Real,0,Real,image_binary_input,image
448,/content/drive/MyDrive/skripsi/dataset_video/fake/Change_of_style/000271_Change_of_style_000271.mp4,video,1,Fake,1,Fake,video_test,video
449,/content/drive/MyDrive/skripsi/dataset_video/fake/Inpainting/000119_Inpainting_000119.mp4,video,1,Fake,1,Fake,video_test,video
450,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001205_002382.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
451,/content/drive/MyDrive/skripsi/dataset_image/real/001764_000425.jpg,image,0,Real,0,Real,image_binary_input,image
452,/content/drive/MyDrive/skripsi/dataset_image/tampered/002698_000510.jpg,image,1,Fake,2,Tampered,image_binary_input,image
453,/content/drive/MyDrive/skripsi/dataset_video/fake/TI2V/000314_TI2V_000314.mp4,video,1,Fake,1,Fake,video_test,video
454,/content/drive/MyDrive/skripsi/dataset_video/real/004630_Real_004630.mp4,video,0,Real,0,Real,video_test,video
455,/content/drive/MyDrive/skripsi/dataset_video/real/004110_Real_004110.mp4,video,0,Real,0,Real,video_test,video
456,/content/drive/MyDrive/skripsi/dataset_video/fake/Inpainting/000368_Inpainting_000368.mp4,video,1,Fake,1,Fake,video_test,video
457,/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000310_T2V_000310.mp4,video,1,Fake,1,Fake,video_test,video
458,/content/drive/MyDrive/skripsi/dataset_image/real/001546_000105.jpg,image,0,Real,0,Real,image_binary_input,image
459,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002575_000448.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
460,/content/drive/MyDrive/skripsi/dataset_image/real/002661_002921.jpg,image,0,Real,0,Real,image_binary_input,image
461,/content/drive/MyDrive/skripsi/dataset_image/real/001025_002034.jpg,image,0,Real,0,Real,image_binary_input,image
462,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001856_000061.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
463,/content/drive/MyDrive/skripsi/dataset_image/tampered/000568_001620.jpg,image,1,Fake,2,Tampered,image_binary_input,image
464,/content/drive/MyDrive/skripsi/dataset_image/real/002965_003133.jpg,image,0,Real,0,Real,image_binary_input,image
465,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000088_000746.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
466,/content/drive/MyDrive/skripsi/dataset_image/tampered/000918_001242.jpg,image,1,Fake,2,Tampered,image_binary_input,image
467,/content/drive/MyDrive/skripsi/dataset_video/real/000937_Real_000937.mp4,video,0,Real,0,Real,video_test,video
468,/content/drive/MyDrive/skripsi/dataset_image/real/000370_002946.jpg,image,0,Real,0,Real,image_binary_input,image
469,/content/drive/MyDrive/skripsi/dataset_video/fake/TI2V/000121_TI2V_000121.mp4,video,1,Fake,1,Fake,video_test,video
470,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002458_002667.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
471,/content/drive/MyDrive/skripsi/dataset_video/fake/Faceswap/000290_Faceswap_000290.mp4,video,1,Fake,1,Fake,video_test,video
472,/content/drive/MyDrive/skripsi/dataset_image/tampered/002259_002579.jpg,image,1,Fake,2,Tampered,image_binary_input,image
473,/content/drive/MyDrive/skripsi/dataset_image/real/000927_001896.jpg,image,0,Real,0,Real,image_binary_input,image
474,/content/drive/MyDrive/skripsi/dataset_image/tampered/002980_002331.jpg,image,1,Fake,2,Tampered,image_binary_input,image
475,/content/drive/MyDrive/skripsi/dataset_image/tampered/002032_003325.jpg,image,1,Fake,2,Tampered,image_binary_input,image
476,/content/drive/MyDrive/skripsi/dataset_image/tampered/001446_000636.jpg,image,1,Fake,2,Tampered,image_binary_input,image
477,/content/drive/MyDrive/skripsi/dataset_image/real/001323_000743.jpg,image,0,Real,0,Real,image_binary_input,image
478,/content/drive/MyDrive/skripsi/dataset_image/tampered/000197_001089.jpg,image,1,Fake,2,Tampered,image_binary_input,image
479,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001755_002821.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
480,/content/drive/MyDrive/skripsi/dataset_video/fake/Interpolation/000375_Interpolation_000375.mp4,video,1,Fake,1,Fake,video_test,video
481,/content/drive/MyDrive/skripsi/dataset_image/tampered/001244_003048.jpg,image,1,Fake,2,Tampered,image_binary_input,image
482,/content/drive/MyDrive/skripsi/dataset_video/real/001775_Real_001775.mp4,video,0,Real,0,Real,video_test,video
483,/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000258_T2V_000258.mp4,video,1,Fake,1,Fake,video_test,video
484,/content/drive/MyDrive/skripsi/dataset_video/real/002120_Real_002120.mp4,video,0,Real,0,Real,video_test,video
485,/content/drive/MyDrive/skripsi/dataset_image/real/001673_001512.jpg,image,0,Real,0,Real,image_binary_input,image
486,/content/drive/MyDrive/skripsi/dataset_image/real/002256_001645.jpg,image,0,Real,0,Real,image_binary_input,image
487,/content/drive/MyDrive/skripsi/dataset_video/fake/Faceswap/000515_Faceswap_000515.mp4,video,1,Fake,1,Fake,video_test,video
488,/content/drive/MyDrive/skripsi/dataset_video/fake/Extrapolation/000027_Extrapolation_000027.mp4,video,1,Fake,1,Fake,video_test,video
489,/content/drive/MyDrive/skripsi/dataset_image/real/000210_001381.jpg,image,0,Real,0,Real,image_binary_input,image
490,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002986_003290.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
491,/content/drive/MyDrive/skripsi/dataset_video/real/001023_Real_001023.mp4,video,0,Real,0,Real,video_test,video
492,/content/drive/MyDrive/skripsi/dataset_video/real/002532_Real_002532.mp4,video,0,Real,0,Real,video_test,video
493,/content/drive/MyDrive/skripsi/dataset_video/real/001634_Real_001634.mp4,video,0,Real,0,Real,video_test,video
494,/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000115_T2V_000115.mp4,video,1,Fake,1,Fake,video_test,video
495,/content/drive/MyDrive/skripsi/dataset_image/tampered/001055_000252.jpg,image,1,Fake,2,Tampered,image_binary_input,image
496,/content/drive/MyDrive/skripsi/dataset_image/real/000269_000173.jpg,image,0,Real,0,Real,image_binary_input,image
497,/content/drive/MyDrive/skripsi/dataset_image/real/000265_002529.jpg,image,0,Real,0,Real,image_binary_input,image
498,/content/drive/MyDrive/skripsi/dataset_video/real/002026_Real_002026.mp4,video,0,Real,0,Real,video_test,video
499,/content/drive/MyDrive/skripsi/dataset_video/fake/Interpolation/000267_Interpolation_000267.mp4,video,1,Fake,1,Fake,video_test,video
500,/content/drive/MyDrive/skripsi/dataset_image/tampered/000950_000887.jpg,image,1,Fake,2,Tampered,image_binary_input,image
501,/content/drive/MyDrive/skripsi/dataset_video/real/001395_Real_001395.mp4,video,0,Real,0,Real,video_test,video
502,/content/drive/MyDrive/skripsi/dataset_image/tampered/000615_002608.jpg,image,1,Fake,2,Tampered,image_binary_input,image
503,/content/drive/MyDrive/skripsi/dataset_image/tampered/001890_001607.jpg,image,1,Fake,2,Tampered,image_binary_input,image
504,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002242_002551.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
505,/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000549_T2V_000549.mp4,video,1,Fake,1,Fake,video_test,video
506,/content/drive/MyDrive/skripsi/dataset_image/real/001331_001216.jpg,image,0,Real,0,Real,image_binary_input,image
507,/content/drive/MyDrive/skripsi/dataset_image/real/002434_003161.jpg,image,0,Real,0,Real,image_binary_input,image
508,/content/drive/MyDrive/skripsi/dataset_image/real/002117_002674.jpg,image,0,Real,0,Real,image_binary_input,image
509,/content/drive/MyDrive/skripsi/dataset_video/real/001750_Real_001750.mp4,video,0,Real,0,Real,video_test,video
510,/content/drive/MyDrive/skripsi/dataset_image/real/000599_002975.jpg,image,0,Real,0,Real,image_binary_input,image
511,/content/drive/MyDrive/skripsi/dataset_image/real/002157_000914.jpg,image,0,Real,0,Real,image_binary_input,image
512,/content/drive/MyDrive/skripsi/dataset_video/fake/Change_of_style/000208_Change_of_style_000208.mp4,video,1,Fake,1,Fake,video_test,video
513,/content/drive/MyDrive/skripsi/dataset_video/fake/Outpainting/000291_Outpainting_000291.mp4,video,1,Fake,1,Fake,video_test,video
514,/content/drive/MyDrive/skripsi/dataset_video/real/003611_Real_003611.mp4,video,0,Real,0,Real,video_test,video
515,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002930_002806.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
516,/content/drive/MyDrive/skripsi/dataset_image/real/003185_003199.jpg,image,0,Real,0,Real,image_binary_input,image
517,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001207_003011.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
518,/content/drive/MyDrive/skripsi/dataset_video/real/002226_Real_002226.mp4,video,0,Real,0,Real,video_test,video
519,/content/drive/MyDrive/skripsi/dataset_video/real/000630_Real_000630.mp4,video,0,Real,0,Real,video_test,video
520,/content/drive/MyDrive/skripsi/dataset_video/real/004549_Real_004549.mp4,video,0,Real,0,Real,video_test,video
521,/content/drive/MyDrive/skripsi/dataset_video/fake/Outpainting/000440_Outpainting_000440.mp4,video,1,Fake,1,Fake,video_test,video
522,/content/drive/MyDrive/skripsi/dataset_video/real/004679_Real_004679.mp4,video,0,Real,0,Real,video_test,video
523,/content/drive/MyDrive/skripsi/dataset_image/tampered/002933_000245.jpg,image,1,Fake,2,Tampered,image_binary_input,image
524,/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000170_T2V_000170.mp4,video,1,Fake,1,Fake,video_test,video
525,/content/drive/MyDrive/skripsi/dataset_video/fake/Faceswap/000145_Faceswap_000145.mp4,video,1,Fake,1,Fake,video_test,video
526,/content/drive/MyDrive/skripsi/dataset_image/tampered/000300_003077.jpg,image,1,Fake,2,Tampered,image_binary_input,image
527,/content/drive/MyDrive/skripsi/dataset_video/real/002772_Real_002772.mp4,video,0,Real,0,Real,video_test,video
528,/content/drive/MyDrive/skripsi/dataset_image/tampered/001287_001088.jpg,image,1,Fake,2,Tampered,image_binary_input,image
529,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/003022_000103.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
530,/content/drive/MyDrive/skripsi/dataset_video/real/000366_Real_000366.mp4,video,0,Real,0,Real,video_test,video
531,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000116_000080.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
532,/content/drive/MyDrive/skripsi/dataset_video/fake/TI2V/000157_TI2V_000157.mp4,video,1,Fake,1,Fake,video_test,video
533,/content/drive/MyDrive/skripsi/dataset_video/fake/Inpainting/000410_Inpainting_000410.mp4,video,1,Fake,1,Fake,video_test,video
534,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001609_002942.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
535,/content/drive/MyDrive/skripsi/dataset_video/real/003133_Real_003133.mp4,video,0,Real,0,Real,video_test,video
536,/content/drive/MyDrive/skripsi/dataset_video/real/003184_Real_003184.mp4,video,0,Real,0,Real,video_test,video
537,/content/drive/MyDrive/skripsi/dataset_video/fake/Extrapolation/000467_Extrapolation_000467.mp4,video,1,Fake,1,Fake,video_test,video
538,/content/drive/MyDrive/skripsi/dataset_video/real/001485_Real_001485.mp4,video,0,Real,0,Real,video_test,video
539,/content/drive/MyDrive/skripsi/dataset_image/real/000734_000029.jpg,image,0,Real,0,Real,image_binary_input,image
540,/content/drive/MyDrive/skripsi/dataset_video/real/002135_Real_002135.mp4,video,0,Real,0,Real,video_test,video
541,/content/drive/MyDrive/skripsi/dataset_video/fake/Interpolation/000323_Interpolation_000323.mp4,video,1,Fake,1,Fake,video_test,video
542,/content/drive/MyDrive/skripsi/dataset_image/real/002739_003269.jpg,image,0,Real,0,Real,image_binary_input,image
543,/content/drive/MyDrive/skripsi/dataset_image/real/001676_003184.jpg,image,0,Real,0,Real,image_binary_input,image
544,/content/drive/MyDrive/skripsi/dataset_video/fake/Extrapolation/000011_Extrapolation_000011.mp4,video,1,Fake,1,Fake,video_test,video
545,/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000231_T2V_000231.mp4,video,1,Fake,1,Fake,video_test,video
546,/content/drive/MyDrive/skripsi/dataset_image/tampered/002160_002054.jpg,image,1,Fake,2,Tampered,image_binary_input,image
547,/content/drive/MyDrive/skripsi/dataset_image/real/002826_003168.jpg,image,0,Real,0,Real,image_binary_input,image
548,/content/drive/MyDrive/skripsi/dataset_image/tampered/002353_001604.jpg,image,1,Fake,2,Tampered,image_binary_input,image
549,/content/drive/MyDrive/skripsi/dataset_image/real/000496_000594.jpg,image,0,Real,0,Real,image_binary_input,image
550,/content/drive/MyDrive/skripsi/dataset_video/real/001090_Real_001090.mp4,video,0,Real,0,Real,video_test,video
551,/content/drive/MyDrive/skripsi/dataset_video/fake/TI2V/000443_TI2V_000443.mp4,video,1,Fake,1,Fake,video_test,video
552,/content/drive/MyDrive/skripsi/dataset_image/real/002225_002794.jpg,image,0,Real,0,Real,image_binary_input,image
553,/content/drive/MyDrive/skripsi/dataset_video/real/001350_Real_001350.mp4,video,0,Real,0,Real,video_test,video
554,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001378_000968.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
555,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002895_000837.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
556,/content/drive/MyDrive/skripsi/dataset_image/real/001957_002818.jpg,image,0,Real,0,Real,image_binary_input,image
557,/content/drive/MyDrive/skripsi/dataset_video/real/004542_Real_004542.mp4,video,0,Real,0,Real,video_test,video
558,/content/drive/MyDrive/skripsi/dataset_video/real/001352_Real_001352.mp4,video,0,Real,0,Real,video_test,video
559,/content/drive/MyDrive/skripsi/dataset_image/real/001675_001867.jpg,image,0,Real,0,Real,image_binary_input,image
560,/content/drive/MyDrive/skripsi/dataset_image/real/002361_000320.jpg,image,0,Real,0,Real,image_binary_input,image
561,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001753_002836.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
562,/content/drive/MyDrive/skripsi/dataset_video/fake/Faceswap/000322_Faceswap_000322.mp4,video,1,Fake,1,Fake,video_test,video
563,/content/drive/MyDrive/skripsi/dataset_video/fake/Extrapolation/000010_Extrapolation_000010.mp4,video,1,Fake,1,Fake,video_test,video
564,/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000276_T2V_000276.mp4,video,1,Fake,1,Fake,video_test,video
565,/content/drive/MyDrive/skripsi/dataset_image/real/001753_000588.jpg,image,0,Real,0,Real,image_binary_input,image
566,/content/drive/MyDrive/skripsi/dataset_image/real/000017_000194.jpg,image,0,Real,0,Real,image_binary_input,image
567,/content/drive/MyDrive/skripsi/dataset_image/tampered/003018_000098.jpg,image,1,Fake,2,Tampered,image_binary_input,image
568,/content/drive/MyDrive/skripsi/dataset_video/real/001509_Real_001509.mp4,video,0,Real,0,Real,video_test,video
569,/content/drive/MyDrive/skripsi/dataset_video/real/004454_Real_004454.mp4,video,0,Real,0,Real,video_test,video
570,/content/drive/MyDrive/skripsi/dataset_image/tampered/003127_000648.jpg,image,1,Fake,2,Tampered,image_binary_input,image
571,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001281_000604.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
572,/content/drive/MyDrive/skripsi/dataset_video/real/004208_Real_004208.mp4,video,0,Real,0,Real,video_test,video
573,/content/drive/MyDrive/skripsi/dataset_video/fake/Faceswap/000138_Faceswap_000138.mp4,video,1,Fake,1,Fake,video_test,video
574,/content/drive/MyDrive/skripsi/dataset_image/real/000491_001271.jpg,image,0,Real,0,Real,image_binary_input,image
575,/content/drive/MyDrive/skripsi/dataset_video/fake/Change_of_style/000013_Change_of_style_000013.mp4,video,1,Fake,1,Fake,video_test,video
576,/content/drive/MyDrive/skripsi/dataset_image/real/002303_002204.jpg,image,0,Real,0,Real,image_binary_input,image
577,/content/drive/MyDrive/skripsi/dataset_image/real/001563_002453.jpg,image,0,Real,0,Real,image_binary_input,image
578,/content/drive/MyDrive/skripsi/dataset_image/real/003000_001158.jpg,image,0,Real,0,Real,image_binary_input,image
579,/content/drive/MyDrive/skripsi/dataset_video/real/001816_Real_001816.mp4,video,0,Real,0,Real,video_test,video
580,/content/drive/MyDrive/skripsi/dataset_video/real/002377_Real_002377.mp4,video,0,Real,0,Real,video_test,video
581,/content/drive/MyDrive/skripsi/dataset_image/tampered/002546_002145.jpg,image,1,Fake,2,Tampered,image_binary_input,image
582,/content/drive/MyDrive/skripsi/dataset_video/real/004947_Real_004947.mp4,video,0,Real,0,Real,video_test,video
583,/content/drive/MyDrive/skripsi/dataset_video/fake/Interpolation/000182_Interpolation_000182.mp4,video,1,Fake,1,Fake,video_test,video
584,/content/drive/MyDrive/skripsi/dataset_video/real/000419_Real_000419.mp4,video,0,Real,0,Real,video_test,video
585,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001854_003212.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
586,/content/drive/MyDrive/skripsi/dataset_image/tampered/000466_000511.jpg,image,1,Fake,2,Tampered,image_binary_input,image
587,/content/drive/MyDrive/skripsi/dataset_video/real/001825_Real_001825.mp4,video,0,Real,0,Real,video_test,video
588,/content/drive/MyDrive/skripsi/dataset_image/real/001630_000429.jpg,image,0,Real,0,Real,image_binary_input,image
589,/content/drive/MyDrive/skripsi/dataset_video/fake/Extrapolation/000248_Extrapolation_000248.mp4,video,1,Fake,1,Fake,video_test,video
590,/content/drive/MyDrive/skripsi/dataset_image/real/000651_002937.jpg,image,0,Real,0,Real,image_binary_input,image
591,/content/drive/MyDrive/skripsi/dataset_image/real/000139_002517.jpg,image,0,Real,0,Real,image_binary_input,image
592,/content/drive/MyDrive/skripsi/dataset_image/tampered/000281_000433.jpg,image,1,Fake,2,Tampered,image_binary_input,image
593,/content/drive/MyDrive/skripsi/dataset_video/fake/Outpainting/000357_Outpainting_000357.mp4,video,1,Fake,1,Fake,video_test,video
594,/content/drive/MyDrive/skripsi/dataset_image/real/000353_000567.jpg,image,0,Real,0,Real,image_binary_input,image
595,/content/drive/MyDrive/skripsi/dataset_video/fake/TI2V/000192_TI2V_000192.mp4,video,1,Fake,1,Fake,video_test,video
596,/content/drive/MyDrive/skripsi/dataset_image/tampered/000961_001861.jpg,image,1,Fake,2,Tampered,image_binary_input,image
597,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001228_002498.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
598,/content/drive/MyDrive/skripsi/dataset_image/real/001293_002740.jpg,image,0,Real,0,Real,image_binary_input,image
599,/content/drive/MyDrive/skripsi/dataset_image/real/003039_000452.jpg,image,0,Real,0,Real,image_binary_input,image
600,/content/drive/MyDrive/skripsi/dataset_image/tampered/002201_002932.jpg,image,1,Fake,2,Tampered,image_binary_input,image
601,/content/drive/MyDrive/skripsi/dataset_video/fake/Inpainting/000607_Inpainting_000607.mp4,video,1,Fake,1,Fake,video_test,video
